polygonName,polygonPoints,description,size,JSON
Okruzna 49,18.753905;48.73844;418-18.754057;48.738456;418-18.75409;48.73846;418-18.754256;48.738471;418-18.754365;48.738472;418-18.754543;48.738457;418-18.754716;48.738428;418-18.754658;48.738366;418-18.754609;48.738313;417-18.754591;48.7383;417-18.754532;48.738287;416-18.754394;48.738273;416-18.753901;48.738233;415-18.753893;48.738269;415-18.753934;48.738272;415-18.753938;48.738239;415-18.753964;48.73824;415-18.753958;48.738276;415-18.754039;48.73828;415-18.754043;48.738247;415-18.754079;48.73825;415-18.754074;48.738284;415-18.754114;48.738288;415-18.754116;48.738253;415-18.75414;48.738254;415-18.754139;48.73829;415-18.754216;48.738295;415-18.75422;48.738261;415-18.754257;48.738263;415-18.754251;48.738297;415-18.754296;48.738301;416-18.754294;48.738267;416-18.754318;48.738269;416-18.75432;48.738303;416-18.754355;48.738306;416-18.754359;48.738272;416-18.754399;48.738275;416-18.75439;48.738308;416-18.754403;48.738309;416-18.754379;48.738433;418-18.754312;48.738441;418-18.754272;48.738438;418-18.754267;48.73847;418-18.754242;48.738468;418-18.754247;48.738436;418-18.754092;48.738424;418-18.754086;48.738458;418-18.754058;48.738455;418-18.754066;48.738422;418-18.753913;48.73841;418-18.753909;48.738434;418,,587,"{ ""type"": ""Polygon"", ""coordinates"": [[ [18.753905,48.73844,418], [18.754057,48.738456,418], [18.75409,48.73846,418], [18.754256,48.738471,418], [18.754365,48.738472,418], [18.754543,48.738457,418], [18.754716,48.738428,418], [18.754658,48.738366,418], [18.754609,48.738313,417], [18.754591,48.7383,417], [18.754532,48.738287,416], [18.754394,48.738273,416], [18.753901,48.738233,415], [18.753893,48.738269,415], [18.753934,48.738272,415], [18.753938,48.738239,415], [18.753964,48.73824,415], [18.753958,48.738276,415], [18.754039,48.73828,415], [18.754043,48.738247,415], [18.754079,48.73825,415], [18.754074,48.738284,415], [18.754114,48.738288,415], [18.754116,48.738253,415], [18.75414,48.738254,415], [18.754139,48.73829,415], [18.754216,48.738295,415], [18.75422,48.738261,415], [18.754257,48.738263,415], [18.754251,48.738297,415], [18.754296,48.738301,416], [18.754294,48.738267,416], [18.754318,48.738269,416], [18.75432,48.738303,416], [18.754355,48.738306,416], [18.754359,48.738272,416], [18.754399,48.738275,416], [18.75439,48.738308,416], [18.754403,48.738309,416], [18.754379,48.738433,418], [18.754312,48.738441,418], [18.754272,48.738438,418], [18.754267,48.73847,418], [18.754242,48.738468,418], [18.754247,48.738436,418], [18.754092,48.738424,418], [18.754086,48.738458,418], [18.754058,48.738455,418], [18.754066,48.738422,418], [18.753913,48.73841,418], [18.753909,48.738434,418] ]]}"
Okruzna 28 - 2,18.752248;48.73793;419-18.752321;48.737972;418-18.752342;48.737947;418-18.752431;48.73798;418-18.752392;48.73801;418-18.752467;48.738051;418-18.752523;48.738009;418-18.75258;48.738034;417-18.752527;48.738082;418-18.752618;48.738131;418-18.752633;48.738126;418-18.752692;48.738083;417-18.752632;48.738055;417-18.752594;48.73804;417-18.752586;48.738035;417-18.752523;48.738007;418-18.752433;48.737978;418-18.752342;48.737945;418-18.752337;48.737949;418-18.752262;48.737934;419,,119,"{ ""type"": ""Polygon"", ""coordinates"": [[ [18.752248,48.73793,419], [18.752321,48.737972,418], [18.752342,48.737947,418], [18.752431,48.73798,418], [18.752392,48.73801,418], [18.752467,48.738051,418], [18.752523,48.738009,418], [18.75258,48.738034,417], [18.752527,48.738082,418], [18.752618,48.738131,418], [18.752633,48.738126,418], [18.752692,48.738083,417], [18.752632,48.738055,417], [18.752594,48.73804,417], [18.752586,48.738035,417], [18.752523,48.738007,418], [18.752433,48.737978,418], [18.752342,48.737945,418], [18.752337,48.737949,418], [18.752262,48.737934,419] ]]}"
Okruzna 26,18.752757;48.73811;417-18.752752;48.738107;417-18.752684;48.738167;418-18.752673;48.738177;418-18.752641;48.738202;418-18.752529;48.738299;419-18.75201;48.738027;419-18.751942;48.738081;420-18.752104;48.738157;420-18.752162;48.738109;419-18.752189;48.738122;419-18.752132;48.73817;420-18.752291;48.738247;420-18.75234;48.738202;419-18.752368;48.738217;419-18.752319;48.738259;420-18.752525;48.738358;420-18.752618;48.738375;420-18.752659;48.738365;419-18.752605;48.738313;419-18.752798;48.738243;417-18.752676;48.738179;418-18.752687;48.738169;418-18.7528;48.738231;417-18.752863;48.738263;418-18.752903;48.738229;417-18.752907;48.738195;417-18.752904;48.738178;417-18.752897;48.73817;417-18.752863;48.738218;417-18.752717;48.738148;417-18.752749;48.738118;417,,567,"{ ""type"": ""Polygon"", ""coordinates"": [[ [18.752757,48.73811,417], [18.752752,48.738107,417], [18.752684,48.738167,418], [18.752673,48.738177,418], [18.752641,48.738202,418], [18.752529,48.738299,419], [18.75201,48.738027,419], [18.751942,48.738081,420], [18.752104,48.738157,420], [18.752162,48.738109,419], [18.752189,48.738122,419], [18.752132,48.73817,420], [18.752291,48.738247,420], [18.75234,48.738202,419], [18.752368,48.738217,419], [18.752319,48.738259,420], [18.752525,48.738358,420], [18.752618,48.738375,420], [18.752659,48.738365,419], [18.752605,48.738313,419], [18.752798,48.738243,417], [18.752676,48.738179,418], [18.752687,48.738169,418], [18.7528,48.738231,417], [18.752863,48.738263,418], [18.752903,48.738229,417], [18.752907,48.738195,417], [18.752904,48.738178,417], [18.752897,48.73817,417], [18.752863,48.738218,417], [18.752717,48.738148,417], [18.752749,48.738118,417] ]]}"
Okruzna 28,18.751635;48.738098;421-18.751594;48.738199;423-18.75171;48.738275;422-18.751908;48.738388;424-18.752136;48.73853;423-18.752117;48.73854;423-18.752286;48.738641;423-18.752316;48.738593;423-18.752439;48.738505;421-18.752431;48.738487;421-18.752525;48.738454;421-18.75256;48.738434;421-18.752555;48.738404;420-18.752595;48.738388;420-18.752563;48.738385;420-18.752533;48.73838;420-18.752505;48.738372;420-18.752302;48.738277;420-18.752172;48.738214;420-18.75204;48.738151;420-18.7519;48.738086;420-18.75179;48.738064;421-18.751707;48.738095;421-18.751648;48.7381;421,,1979,"{ ""type"": ""Polygon"", ""coordinates"": [[ [18.751635,48.738098,421], [18.751594,48.738199,423], [18.75171,48.738275,422], [18.751908,48.738388,424], [18.752136,48.73853,423], [18.752117,48.73854,423], [18.752286,48.738641,423], [18.752316,48.738593,423], [18.752439,48.738505,421], [18.752431,48.738487,421], [18.752525,48.738454,421], [18.75256,48.738434,421], [18.752555,48.738404,420], [18.752595,48.738388,420], [18.752563,48.738385,420], [18.752533,48.73838,420], [18.752505,48.738372,420], [18.752302,48.738277,420], [18.752172,48.738214,420], [18.75204,48.738151,420], [18.7519,48.738086,420], [18.75179,48.738064,421], [18.751707,48.738095,421], [18.751648,48.7381,421] ]]}"
Okruzna 34,18.751555;48.737745;420-18.751658;48.737835;420-18.751777;48.737939;420-18.751803;48.737925;420-18.751704;48.737838;420-18.751681;48.737852;420-18.751661;48.737835;420-18.751685;48.73782;420-18.751634;48.73779;420-18.751664;48.73776;420-18.751676;48.737755;420-18.751569;48.737728;421,,75,"{ ""type"": ""Polygon"", ""coordinates"": [[ [18.751555,48.737745,420], [18.751658,48.737835,420], [18.751777,48.737939,420], [18.751803,48.737925,420], [18.751704,48.737838,420], [18.751681,48.737852,420], [18.751661,48.737835,420], [18.751685,48.73782,420], [18.751634,48.73779,420], [18.751664,48.73776,420], [18.751676,48.737755,420], [18.751569,48.737728,421] ]]}"
Okruzna 32,18.751635;48.738098;421-18.751594;48.738199;423-18.751492;48.73818;423-18.751401;48.738147;423-18.75131;48.738085;423-18.751238;48.737973;423-18.751222;48.737906;423-18.751307;48.737846;422-18.751315;48.737812;421-18.751256;48.737773;421-18.751397;48.73768;421-18.751429;48.737693;421-18.751569;48.737727;421-18.751554;48.737745;420-18.751409;48.737818;421-18.751467;48.737869;421-18.751413;48.737898;421-18.751428;48.737911;421-18.751479;48.737885;421-18.751509;48.737909;421-18.751444;48.737926;422-18.751483;48.737956;421-18.751531;48.737927;421-18.751584;48.737973;421-18.751544;48.737994;421-18.751531;48.737998;421-18.751549;48.738014;422-18.751558;48.738007;421-18.751598;48.737987;421-18.751627;48.738012;421-18.751574;48.738029;421-18.751616;48.73805;421-18.751651;48.73803;421-18.751657;48.738037;421-18.751653;48.738059;421-18.751614;48.738052;421-18.751573;48.738031;422-18.751547;48.738015;422-18.751529;48.737999;421-18.75148;48.737958;421-18.751444;48.737927;422-18.751425;48.737912;422-18.751409;48.737897;421-18.75137;48.737916;422-18.751488;48.738016;422-18.751546;48.738066;422-18.751602;48.73809;421,,864,"{ ""type"": ""Polygon"", ""coordinates"": [[ [18.751635,48.738098,421], [18.751594,48.738199,423], [18.751492,48.73818,423], [18.751401,48.738147,423], [18.75131,48.738085,423], [18.751238,48.737973,423], [18.751222,48.737906,423], [18.751307,48.737846,422], [18.751315,48.737812,421], [18.751256,48.737773,421], [18.751397,48.73768,421], [18.751429,48.737693,421], [18.751569,48.737727,421], [18.751554,48.737745,420], [18.751409,48.737818,421], [18.751467,48.737869,421], [18.751413,48.737898,421], [18.751428,48.737911,421], [18.751479,48.737885,421], [18.751509,48.737909,421], [18.751444,48.737926,422], [18.751483,48.737956,421], [18.751531,48.737927,421], [18.751584,48.737973,421], [18.751544,48.737994,421], [18.751531,48.737998,421], [18.751549,48.738014,422], [18.751558,48.738007,421], [18.751598,48.737987,421], [18.751627,48.738012,421], [18.751574,48.738029,421], [18.751616,48.73805,421], [18.751651,48.73803,421], [18.751657,48.738037,421], [18.751653,48.738059,421], [18.751614,48.738052,421], [18.751573,48.738031,422], [18.751547,48.738015,422], [18.751529,48.737999,421], [18.75148,48.737958,421], [18.751444,48.737927,422], [18.751425,48.737912,422], [18.751409,48.737897,421], [18.75137,48.737916,422], [18.751488,48.738016,422], [18.751546,48.738066,422], [18.751602,48.73809,421] ]]}"
Okruzna 47,18.754535;48.738129;413-18.754639;48.73807;412-18.754643;48.738105;413-18.754628;48.738107;413-18.754646;48.738229;415-18.754716;48.738225;415-18.754718;48.738246;415-18.754743;48.738244;415-18.754741;48.738223;415-18.754895;48.738214;416-18.754898;48.738233;416-18.754924;48.738232;416-18.754921;48.738212;416-18.755074;48.738203;416-18.755076;48.738223;416-18.755102;48.738222;417-18.7551;48.738202;417-18.755253;48.738192;416-18.755255;48.738214;417-18.755009;48.738229;416-18.754883;48.738237;416-18.754743;48.738245;415-18.75471;48.738247;415-18.754704;48.738246;415-18.754653;48.73825;415-18.754605;48.738252;415-18.754618;48.738266;417-18.754657;48.738264;417-18.754657;48.73827;417-18.754662;48.738271;417-18.754843;48.73826;416-18.755291;48.738232;417-18.755286;48.738191;416-18.755388;48.738185;417-18.755383;48.738245;418-18.755341;48.738254;417-18.755121;48.73832;418-18.755042;48.738346;418-18.754963;48.738367;418-18.754893;48.738386;418-18.754812;48.738405;418-18.754759;48.738419;418-18.754696;48.738354;417-18.754635;48.738287;417-18.7546;48.73825;415-18.754591;48.738238;415-18.75454;48.738135;413,,764,"{ ""type"": ""Polygon"", ""coordinates"": [[ [18.754535,48.738129,413], [18.754639,48.73807,412], [18.754643,48.738105,413], [18.754628,48.738107,413], [18.754646,48.738229,415], [18.754716,48.738225,415], [18.754718,48.738246,415], [18.754743,48.738244,415], [18.754741,48.738223,415], [18.754895,48.738214,416], [18.754898,48.738233,416], [18.754924,48.738232,416], [18.754921,48.738212,416], [18.755074,48.738203,416], [18.755076,48.738223,416], [18.755102,48.738222,417], [18.7551,48.738202,417], [18.755253,48.738192,416], [18.755255,48.738214,417], [18.755009,48.738229,416], [18.754883,48.738237,416], [18.754743,48.738245,415], [18.75471,48.738247,415], [18.754704,48.738246,415], [18.754653,48.73825,415], [18.754605,48.738252,415], [18.754618,48.738266,417], [18.754657,48.738264,417], [18.754657,48.73827,417], [18.754662,48.738271,417], [18.754843,48.73826,416], [18.755291,48.738232,417], [18.755286,48.738191,416], [18.755388,48.738185,417], [18.755383,48.738245,418], [18.755341,48.738254,417], [18.755121,48.73832,418], [18.755042,48.738346,418], [18.754963,48.738367,418], [18.754893,48.738386,418], [18.754812,48.738405,418], [18.754759,48.738419,418], [18.754696,48.738354,417], [18.754635,48.738287,417], [18.7546,48.73825,415], [18.754591,48.738238,415], [18.75454,48.738135,413] ]]}"
Okruzna 43,18.754671;48.738103;413-18.754709;48.738101;413-18.754706;48.738067;412-18.754732;48.738065;412-18.754735;48.738099;413-18.754815;48.738094;413-18.75481;48.738061;412-18.754845;48.73806;412-18.754852;48.738093;414-18.75489;48.73809;412-18.754887;48.738057;412-18.754912;48.738054;412-18.754916;48.738089;412-18.754996;48.738084;413-18.754992;48.73805;413-18.755026;48.738049;413-18.75503;48.738082;413-18.75507;48.73808;413-18.755066;48.738046;413-18.755091;48.738044;413-18.755095;48.738078;413-18.755164;48.73807;413-18.755158;48.738039;413-18.755186;48.738038;413-18.755192;48.738072;413-18.755248;48.738069;413-18.755245;48.738034;413-18.75527;48.738034;414-18.755276;48.738067;414-18.75535;48.738063;414-18.755348;48.738045;414-18.75543;48.73804;415-18.755339;48.738031;414-18.755276;48.738032;414-18.755241;48.738033;413-18.755187;48.738037;413-18.755154;48.738038;413-18.75515;48.73804;413-18.755092;48.738043;413-18.755064;48.738045;413-18.755024;48.738047;413-18.75499;48.738049;413-18.754912;48.738053;412-18.754884;48.738055;412-18.754844;48.738058;412-18.754809;48.73806;412-18.75473;48.738064;412-18.754704;48.738066;412-18.754665;48.738069;412-18.754669;48.738095;413,,143,"{ ""type"": ""Polygon"", ""coordinates"": [[ [18.754671,48.738103,413], [18.754709,48.738101,413], [18.754706,48.738067,412], [18.754732,48.738065,412], [18.754735,48.738099,413], [18.754815,48.738094,413], [18.75481,48.738061,412], [18.754845,48.73806,412], [18.754852,48.738093,414], [18.75489,48.73809,412], [18.754887,48.738057,412], [18.754912,48.738054,412], [18.754916,48.738089,412], [18.754996,48.738084,413], [18.754992,48.73805,413], [18.755026,48.738049,413], [18.75503,48.738082,413], [18.75507,48.73808,413], [18.755066,48.738046,413], [18.755091,48.738044,413], [18.755095,48.738078,413], [18.755164,48.73807,413], [18.755158,48.738039,413], [18.755186,48.738038,413], [18.755192,48.738072,413], [18.755248,48.738069,413], [18.755245,48.738034,413], [18.75527,48.738034,414], [18.755276,48.738067,414], [18.75535,48.738063,414], [18.755348,48.738045,414], [18.75543,48.73804,415], [18.755339,48.738031,414], [18.755276,48.738032,414], [18.755241,48.738033,413], [18.755187,48.738037,413], [18.755154,48.738038,413], [18.75515,48.73804,413], [18.755092,48.738043,413], [18.755064,48.738045,413], [18.755024,48.738047,413], [18.75499,48.738049,413], [18.754912,48.738053,412], [18.754884,48.738055,412], [18.754844,48.738058,412], [18.754809,48.73806,412], [18.75473,48.738064,412], [18.754704,48.738066,412], [18.754665,48.738069,412], [18.754669,48.738095,413] ]]}"
Okruzna 45,18.755429;48.737843;411-18.755354;48.737807;410-18.755158;48.737868;411-18.755035;48.737899;411-18.754746;48.737968;412-18.754496;48.738027;412-18.754512;48.738059;412-18.754501;48.738061;412-18.754525;48.73811;413-18.754637;48.738051;412-18.755056;48.738026;413-18.755153;48.738019;413-18.755275;48.737942;413-18.755387;48.73787;411,,733,"{ ""type"": ""Polygon"", ""coordinates"": [[ [18.755429,48.737843,411], [18.755354,48.737807,410], [18.755158,48.737868,411], [18.755035,48.737899,411], [18.754746,48.737968,412], [18.754496,48.738027,412], [18.754512,48.738059,412], [18.754501,48.738061,412], [18.754525,48.73811,413], [18.754637,48.738051,412], [18.755056,48.738026,413], [18.755153,48.738019,413], [18.755275,48.737942,413], [18.755387,48.73787,411] ]]}"
Okruzna 41,18.755375;48.738137;416-18.755388;48.738185;417-18.755483;48.738161;417-18.755496;48.738205;417-18.755609;48.738171;417-18.755731;48.738119;417-18.755713;48.738058;417-18.755756;48.738059;417-18.75577;48.738103;417-18.755823;48.738075;418-18.75585;48.738059;418-18.755697;48.738053;417-18.755473;48.738043;415-18.755484;48.73813;417-18.755392;48.738136;417,,290,"{ ""type"": ""Polygon"", ""coordinates"": [[ [18.755375,48.738137,416], [18.755388,48.738185,417], [18.755483,48.738161,417], [18.755496,48.738205,417], [18.755609,48.738171,417], [18.755731,48.738119,417], [18.755713,48.738058,417], [18.755756,48.738059,417], [18.75577,48.738103,417], [18.755823,48.738075,418], [18.75585,48.738059,418], [18.755697,48.738053,417], [18.755473,48.738043,415], [18.755484,48.73813,417], [18.755392,48.738136,417] ]]}"
Okruzna 39,18.755412;48.737874;412-18.755192;48.738018;412-18.755335;48.738016;413-18.755472;48.738028;414-18.755708;48.738038;416-18.755695;48.737972;416-18.755458;48.738011;414-18.755415;48.737883;412,,242,"{ ""type"": ""Polygon"", ""coordinates"": [[ [18.755412,48.737874,412], [18.755192,48.738018,412], [18.755335,48.738016,413], [18.755472,48.738028,414], [18.755708,48.738038,416], [18.755695,48.737972,416], [18.755458,48.738011,414], [18.755415,48.737883,412] ]]}"
Okruzna 37 - 2,18.75543;48.737841;411-18.755425;48.737839;411-18.75561;48.737728;410-18.755781;48.737654;410-18.755817;48.737614;410-18.755788;48.737573;409-18.755756;48.737567;409-18.755696;48.737547;409-18.755714;48.737527;409-18.755769;48.737502;409-18.755846;48.737629;410-18.75587;48.737626;412-18.75579;48.737503;409-18.755874;48.737475;409-18.755905;48.737472;409-18.755932;48.737485;409-18.755962;48.737597;410-18.755618;48.737728;410-18.755444;48.737833;411,,215,"{ ""type"": ""Polygon"", ""coordinates"": [[ [18.75543,48.737841,411], [18.755425,48.737839,411], [18.75561,48.737728,410], [18.755781,48.737654,410], [18.755817,48.737614,410], [18.755788,48.737573,409], [18.755756,48.737567,409], [18.755696,48.737547,409], [18.755714,48.737527,409], [18.755769,48.737502,409], [18.755846,48.737629,410], [18.75587,48.737626,412], [18.75579,48.737503,409], [18.755874,48.737475,409], [18.755905,48.737472,409], [18.755932,48.737485,409], [18.755962,48.737597,410], [18.755618,48.737728,410], [18.755444,48.737833,411] ]]}"
Mostna 1,18.762696;48.737804;401-18.762732;48.737801;401-18.762706;48.737707;402-18.762901;48.737682;405-18.762928;48.737775;406-18.762976;48.737774;406-18.76296;48.737703;407-18.762925;48.737667;405-18.762855;48.737637;405-18.762777;48.737604;404-18.762697;48.737588;404-18.762638;48.737582;402-18.762657;48.737669;402-18.762681;48.737754;402,,247,"{ ""type"": ""Polygon"", ""coordinates"": [[ [18.762696,48.737804,401], [18.762732,48.737801,401], [18.762706,48.737707,402], [18.762901,48.737682,405], [18.762928,48.737775,406], [18.762976,48.737774,406], [18.76296,48.737703,407], [18.762925,48.737667,405], [18.762855,48.737637,405], [18.762777,48.737604,404], [18.762697,48.737588,404], [18.762638,48.737582,402], [18.762657,48.737669,402], [18.762681,48.737754,402] ]]}"
